provider,model,model_label,prompt_id,family,start_iteration,repair_iteration,iterations_to_repair,persisted_iterations,elapsed_sec_to_repair,resolved
mistral_large,mistral-large-latest,Mistral Large,62,reference-error,1,3,2,2,13.455488958003116,True
mistral_large,mistral-large-latest,Mistral Large,63,parsing-error,1,2,1,1,8.360366542008705,True
mistral_large,mistral-large-latest,Mistral Large,64,parsing-error,1,3,2,2,14.319393249999848,True
mistral_large,mistral-large-latest,Mistral Large,64,reference-error,1,3,2,2,14.319393249999848,True
mistral_large,mistral-large-latest,Mistral Large,65,parameter-membership-owning-type,3,4,1,1,10.467511041002581,True
mistral_large,mistral-large-latest,Mistral Large,65,parsing-error,1,5,4,4,27.879458750001504,True
mistral_large,mistral-large-latest,Mistral Large,65,reference-error,1,3,2,2,17.255178625011467,True
mistral_large,mistral-large-latest,Mistral Large,66,parsing-error,1,2,1,1,9.500826957984827,True
mistral_large,mistral-large-latest,Mistral Large,68,parameter-membership-owning-type,1,3,2,2,27.593649040994933,True
mistral_large,mistral-large-latest,Mistral Large,68,parsing-error,1,3,2,2,27.593649040994933,True
mistral_large,mistral-large-latest,Mistral Large,70,cross-subsetting-crossing-feature,1,2,1,1,14.15566783399845,True
mistral_large,mistral-large-latest,Mistral Large,70,feature-owned-cross-subsetting,1,2,1,1,14.15566783399845,True
mistral_large,mistral-large-latest,Mistral Large,70,parsing-error,1,4,3,3,33.787263125996105,True
mistral_large,mistral-large-latest,Mistral Large,70,reference-error,1,3,2,2,23.411272458994063,True
mistral_large,mistral-large-latest,Mistral Large,70,type-error,1,2,1,1,14.15566783399845,True
mistral_large,mistral-large-latest,Mistral Large,74,invocation-expression-instantiated-type,1,2,1,1,13.36134408300859,True
mistral_large,mistral-large-latest,Mistral Large,74,invocation-expression-instantiated-type,3,4,1,1,14.762452959010261,True
mistral_large,mistral-large-latest,Mistral Large,74,parsing-error,1,4,3,3,28.12379704201885,True
mistral_large,mistral-large-latest,Mistral Large,74,reference-error,1,4,3,3,28.12379704201885,True
mistral_large,mistral-large-latest,Mistral Large,77,parsing-error,1,2,1,1,11.59147991699865,True
mistral_large,mistral-large-latest,Mistral Large,77,reference-error,1,2,1,1,11.59147991699865,True
mistral_large,mistral-large-latest,Mistral Large,78,parsing-error,1,3,2,2,17.92941062398313,True
mistral_large,mistral-large-latest,Mistral Large,78,reference-error,1,2,1,1,12.363407290991745,True
mistral_large,mistral-large-latest,Mistral Large,80,parsing-error,1,2,1,1,19.569273208006052,True
mistral_large,mistral-large-latest,Mistral Large,82,parsing-error,1,2,1,1,8.327628832994378,True
mistral_large,mistral-large-latest,Mistral Large,82,reference-error,1,2,1,1,8.327628832994378,True
mistral_large,mistral-large-latest,Mistral Large,85,feature-reference-expression-referent-is-feature,1,2,1,1,12.525056792001124,True
mistral_large,mistral-large-latest,Mistral Large,86,reference-error,1,2,1,1,10.512309416997596,True
mistral_large,mistral-large-latest,Mistral Large,88,parsing-error,1,2,1,1,11.117425625008764,True
mistral_large,mistral-large-latest,Mistral Large,88,reference-error,1,2,1,1,11.117425625008764,True
mistral_large,mistral-large-latest,Mistral Large,89,parsing-error,1,2,1,1,10.292929166986141,True
mistral_large,mistral-large-latest,Mistral Large,93,parsing-error,1,2,1,1,13.326864292001119,True
mistral_large,mistral-large-latest,Mistral Large,94,parsing-error,1,3,2,2,21.123210791003658,True
mistral_large,mistral-large-latest,Mistral Large,94,reference-error,1,3,2,2,21.123210791003658,True
mistral_large,mistral-large-latest,Mistral Large,96,parsing-error,1,3,2,2,8.258384500993998,True
mistral_large,mistral-large-latest,Mistral Large,96,reference-error,1,3,2,2,8.258384500993998,True
mistral_large,mistral-large-latest,Mistral Large,97,parameter-membership-owning-type,1,2,1,1,8.530684583005495,True
mistral_large,mistral-large-latest,Mistral Large,97,parsing-error,1,2,1,1,8.530684583005495,True
mistral_large,mistral-large-latest,Mistral Large,98,parsing-error,1,2,1,1,8.867345958016813,True
mistral_large,mistral-large-latest,Mistral Large,99,parsing-error,1,3,2,2,35.33658450101211,True
mistral_large,mistral-large-latest,Mistral Large,99,reference-error,1,3,2,2,35.33658450101211,True
mistral_large,mistral-large-latest,Mistral Large,99,type-error,2,3,1,1,28.439603584003635,True
mistral_large,mistral-large-latest,Mistral Large,100,feature-value-overriding,3,4,1,1,8.560314582995488,True
mistral_large,mistral-large-latest,Mistral Large,100,part-usage-part-definition,1,2,1,1,10.02257670799736,True
mistral_large,mistral-large-latest,Mistral Large,100,part-usage-part-definition,3,4,1,1,8.560314582995488,True
mistral_large,mistral-large-latest,Mistral Large,100,reference-error,2,4,2,2,12.90914733298996,True
mistral_large,mistral-large-latest,Mistral Large,102,parsing-error,1,3,2,2,30.27598604200466,True
mistral_large,mistral-large-latest,Mistral Large,102,reference-error,1,2,1,1,21.216229666999425,True
mistral_large,mistral-large-latest,Mistral Large,104,parsing-error,1,2,1,1,16.703245417011203,True
mistral_large,mistral-large-latest,Mistral Large,105,parsing-error,1,2,1,1,25.810180666012457,True
mistral_large,mistral-large-latest,Mistral Large,108,parsing-error,1,3,2,2,17.72059079099563,True
mistral_large,mistral-large-latest,Mistral Large,108,reference-error,1,3,2,2,17.72059079099563,True
mistral_large,mistral-large-latest,Mistral Large,110,parsing-error,1,2,1,1,9.139399833991774,True
mistral_large,mistral-large-latest,Mistral Large,112,parsing-error,1,2,1,1,14.033830207990832,True
mistral_large,mistral-large-latest,Mistral Large,113,parsing-error,1,2,1,1,12.847423625004012,True
mistral_large,mistral-large-latest,Mistral Large,114,parsing-error,1,3,2,2,13.65234858400072,True
mistral_large,mistral-large-latest,Mistral Large,116,parsing-error,1,3,2,2,14.104075291994377,True
mistral_large,mistral-large-latest,Mistral Large,117,parsing-error,1,2,1,1,14.776739832988824,True
mistral_large,mistral-large-latest,Mistral Large,117,port-definition-owned-usages-not-composite,1,2,1,1,14.776739832988824,True
mistral_large,mistral-large-latest,Mistral Large,117,reference-error,1,2,1,1,14.776739832988824,True
mistral_large,mistral-large-latest,Mistral Large,120,parsing-error,1,4,3,3,20.19287041699863,True
mistral_large,mistral-large-latest,Mistral Large,121,feature-chaining-feature-not-one,1,3,2,2,21.467857583978912,True
mistral_large,mistral-large-latest,Mistral Large,121,invocation-expression-instantiated-type,1,2,1,1,15.441617416989176,True
mistral_large,mistral-large-latest,Mistral Large,121,parsing-error,1,4,3,3,27.660476000979543,True
mistral_large,mistral-large-latest,Mistral Large,121,reference-error,1,2,1,1,15.441617416989176,True
mistral_large,mistral-large-latest,Mistral Large,121,reference-error,3,4,1,1,12.218858583990368,True
mistral_large,mistral-large-latest,Mistral Large,122,parsing-error,1,2,1,1,9.518816957992385,True
mistral_large,mistral-large-latest,Mistral Large,123,parsing-error,1,2,1,1,17.109272624991718,True
mistral_large,mistral-large-latest,Mistral Large,123,reference-error,1,2,1,1,17.109272624991718,True
mistral_large,mistral-large-latest,Mistral Large,124,parsing-error,1,2,1,1,8.476372874996741,True
mistral_large,mistral-large-latest,Mistral Large,124,reference-error,1,2,1,1,8.476372874996741,True
mistral_large,mistral-large-latest,Mistral Large,126,parsing-error,1,3,2,2,9.374785958003486,True
mistral_large,mistral-large-latest,Mistral Large,126,reference-error,2,3,1,1,5.617247832997236,True
mistral_large,mistral-large-latest,Mistral Large,127,parsing-error,1,2,1,1,11.007924833000288,True
mistral_large,mistral-large-latest,Mistral Large,129,parsing-error,1,2,1,1,13.419266833006986,True
mistral_large,mistral-large-latest,Mistral Large,129,reference-error,2,3,1,1,12.680793373991037,True
mistral_large,mistral-large-latest,Mistral Large,133,parsing-error,1,2,1,1,10.518909291000455,True
mistral_large,mistral-large-latest,Mistral Large,134,parsing-error,1,3,2,2,13.564965416997438,True
mistral_large,mistral-large-latest,Mistral Large,134,reference-error,1,2,1,1,10.036829499993473,True
mistral_large,mistral-large-latest,Mistral Large,135,parsing-error,1,2,1,1,12.126328708982328,True
mistral_large,mistral-large-latest,Mistral Large,138,invocation-expression-instantiated-type,1,2,1,1,10.156797581992578,True
mistral_large,mistral-large-latest,Mistral Large,138,parameter-membership-owning-type,1,2,1,1,10.156797581992578,True
mistral_large,mistral-large-latest,Mistral Large,138,parsing-error,1,2,1,1,10.156797581992578,True
mistral_large,mistral-large-latest,Mistral Large,139,parsing-error,1,2,1,1,16.00740279100137,True
mistral_large,mistral-large-latest,Mistral Large,139,reference-error,1,3,2,2,22.406893749008304,True
mistral_large,mistral-large-latest,Mistral Large,141,parsing-error,1,2,1,1,15.933812707997276,True
mistral_large,mistral-large-latest,Mistral Large,142,parsing-error,1,2,1,1,8.790876707993448,True
mistral_large,mistral-large-latest,Mistral Large,143,parsing-error,1,2,1,1,10.873166124001727,True
mistral_large,mistral-large-latest,Mistral Large,143,reference-error,1,2,1,1,10.873166124001727,True
mistral_large,mistral-large-latest,Mistral Large,144,parsing-error,1,3,2,2,11.66509125099401,True
mistral_large,mistral-large-latest,Mistral Large,144,reference-error,1,3,2,2,11.66509125099401,True
mistral_large,mistral-large-latest,Mistral Large,145,parsing-error,1,3,2,2,10.979394541995134,True
mistral_large,mistral-large-latest,Mistral Large,145,quantity-operator-expression,1,2,1,1,7.338692332996288,True
mistral_large,mistral-large-latest,Mistral Large,145,type-error,2,3,1,1,6.810431625999627,True
mistral_large,mistral-large-latest,Mistral Large,146,parsing-error,1,2,1,1,12.205503166012932,True
mistral_large,mistral-large-latest,Mistral Large,146,reference-error,1,2,1,1,12.205503166012932,True
mistral_large,mistral-large-latest,Mistral Large,146,type-error,1,2,1,1,12.205503166012932,True
mistral_large,mistral-large-latest,Mistral Large,147,parsing-error,1,2,1,1,14.114591207995545,True
mistral_large,mistral-large-latest,Mistral Large,147,reference-error,1,2,1,1,14.114591207995545,True
mistral_large,mistral-large-latest,Mistral Large,148,invocation-expression-instantiated-type,1,2,1,1,11.31085174898908,True
mistral_large,mistral-large-latest,Mistral Large,148,parsing-error,2,4,2,2,13.399352415988687,True
mistral_large,mistral-large-latest,Mistral Large,148,reference-error,1,4,3,3,19.93305283198424,True
mistral_large,mistral-large-latest,Mistral Large,148,type-error,2,4,2,2,13.399352415988687,True
mistral_large,mistral-large-latest,Mistral Large,149,attribute-usage-features,1,2,1,1,11.425883583986433,True
mistral_large,mistral-large-latest,Mistral Large,149,parameter-membership-owning-type,1,2,1,1,11.425883583986433,True
mistral_large,mistral-large-latest,Mistral Large,149,parsing-error,1,2,1,1,11.425883583986433,True
mistral_large,mistral-large-latest,Mistral Large,149,reference-error,1,3,2,2,19.009377333990415,True
mistral_large,mistral-large-latest,Mistral Large,150,invocation-expression-instantiated-type,1,2,1,1,12.258383667009184,True
mistral_large,mistral-large-latest,Mistral Large,150,parsing-error,1,2,1,1,12.258383667009184,True
mistral_large,mistral-large-latest,Mistral Large,150,quantity-operator-expression,1,2,1,1,12.258383667009184,True
mistral_large,mistral-large-latest,Mistral Large,150,type-error,1,2,1,1,12.258383667009184,True
mistral_large,mistral-large-latest,Mistral Large,151,parsing-error,1,3,2,2,18.48998620698694,True
mistral_large,mistral-large-latest,Mistral Large,151,reference-error,1,3,2,2,18.48998620698694,True
openai,openai,OpenAI,2,parsing-error,1,2,1,1,21.43815387399809,True
openai,openai,OpenAI,3,parsing-error,1,2,1,1,21.347142416998395,True
openai,openai,OpenAI,7,parsing-error,1,2,1,1,30.966151666005317,True
openai,openai,OpenAI,10,parsing-error,1,3,2,2,94.00069845800317,True
openai,openai,OpenAI,10,port-definition-owned-usages-not-composite,1,2,1,1,69.48412816700147,True
openai,openai,OpenAI,12,parsing-error,1,2,1,1,79.13182229200902,True
openai,openai,OpenAI,12,port-definition-owned-usages-not-composite,1,2,1,1,79.13182229200902,True
openai,openai,OpenAI,13,port-definition-owned-usages-not-composite,1,2,1,1,62.24627424999926,True
openai,openai,OpenAI,14,feature-chaining-feature-not-one,1,2,1,1,38.36293341800774,True
openai,openai,OpenAI,14,parsing-error,1,2,1,1,38.36293341800774,True
openai,openai,OpenAI,15,feature-chaining-feature-not-one,1,2,1,1,30.87148608300049,True
openai,openai,OpenAI,15,parsing-error,1,2,1,1,30.87148608300049,True
openai,openai,OpenAI,15,port-definition-owned-usages-not-composite,1,2,1,1,30.87148608300049,True
openai,openai,OpenAI,17,feature-chaining-feature-not-one,1,2,1,1,17.59855745799723,True
openai,openai,OpenAI,17,parsing-error,1,3,2,2,28.814979748996844,True
openai,openai,OpenAI,17,port-definition-owned-usages-not-composite,1,3,2,2,28.814979748996844,True
openai,openai,OpenAI,18,parsing-error,1,2,1,1,18.810625583995716,True
openai,openai,OpenAI,18,reference-error,1,2,1,1,18.810625583995716,True
openai,openai,OpenAI,19,parsing-error,2,3,1,1,23.715709333002447,True
openai,openai,OpenAI,19,port-definition-owned-usages-not-composite,1,3,2,2,37.077383415999066,True
openai,openai,OpenAI,20,port-definition-owned-usages-not-composite,1,2,1,1,35.539331749991106,True
openai,openai,OpenAI,21,port-definition-owned-usages-not-composite,1,2,1,1,17.87022699899535,True
openai,openai,OpenAI,24,port-definition-owned-usages-not-composite,1,2,1,1,28.160835791000864,True
openai,openai,OpenAI,25,parsing-error,1,2,1,1,36.16996374900191,True
openai,openai,OpenAI,25,port-definition-owned-usages-not-composite,1,2,1,1,36.16996374900191,True
openai,openai,OpenAI,33,port-definition-owned-usages-not-composite,1,2,1,1,28.616422917992168,True
openai,openai,OpenAI,34,reference-error,1,2,1,1,15.123437833004575,True
openai,openai,OpenAI,35,parsing-error,1,2,1,1,8.19858837499487,True
openai,openai,OpenAI,35,reference-error,1,2,1,1,8.19858837499487,True
openai,openai,OpenAI,36,reference-error,1,2,1,1,17.664538291006465,True
openai,openai,OpenAI,37,parsing-error,1,2,1,1,30.073431248994893,True
openai,openai,OpenAI,37,reference-error,1,2,1,1,30.073431248994893,True
openai,openai,OpenAI,38,reference-error,1,2,1,1,24.11483891700482,True
openai,openai,OpenAI,39,reference-error,1,2,1,1,15.55868766700587,True
openai,openai,OpenAI,40,port-definition-owned-usages-not-composite,1,2,1,1,27.94376283199381,True
openai,openai,OpenAI,40,reference-error,1,2,1,1,27.94376283199381,True
openai,openai,OpenAI,41,parsing-error,1,2,1,1,22.49977504099661,True
openai,openai,OpenAI,41,reference-error,1,2,1,1,22.49977504099661,True
openai,openai,OpenAI,42,parsing-error,1,2,1,1,20.943817166997178,True
openai,openai,OpenAI,42,reference-error,1,2,1,1,20.943817166997178,True
openai,openai,OpenAI,43,parsing-error,1,3,2,2,40.53615237399936,True
openai,openai,OpenAI,43,reference-error,1,2,1,1,33.99060899899632,True
openai,openai,OpenAI,45,port-definition-owned-usages-not-composite,1,2,1,1,26.7122048339952,True
openai,openai,OpenAI,46,port-definition-owned-usages-not-composite,1,2,1,1,25.79301670800487,True
openai,openai,OpenAI,52,import-explicit-visibility,2,3,1,1,30.88070229099685,True
openai,openai,OpenAI,52,parsing-error,1,4,3,3,104.56934678999824,True
openai,openai,OpenAI,53,parsing-error,1,2,1,1,32.37432183299825,True
openai,openai,OpenAI,53,reference-error,1,2,1,1,32.37432183299825,True
openai,openai,OpenAI,54,parsing-error,1,2,1,1,27.1663861670022,True
openai,openai,OpenAI,55,parsing-error,1,4,3,3,37.04445691699948,True
openai,openai,OpenAI,55,reference-error,3,4,1,1,15.301052250004432,True
openai,openai,OpenAI,56,invocation-expression-instantiated-type,1,2,1,1,84.01402954100922,True
openai,openai,OpenAI,56,reference-error,1,2,1,1,84.01402954100922,True
openai,openai,OpenAI,60,parsing-error,1,2,1,1,18.772437166997406,True
openai,openai,OpenAI,63,parsing-error,1,2,1,1,28.450582707999274,True
openai,openai,OpenAI,63,reference-error,1,2,1,1,28.450582707999274,True
openai,openai,OpenAI,66,parsing-error,1,2,1,1,23.394407207990298,True
openai,openai,OpenAI,67,parsing-error,1,2,1,1,23.44194341600087,True
openai,openai,OpenAI,67,reference-error,1,2,1,1,23.44194341600087,True
openai,openai,OpenAI,68,reference-error,1,2,1,1,19.349152499999036,True
openai,openai,OpenAI,69,parsing-error,1,2,1,1,41.64708195900312,True
openai,openai,OpenAI,70,parsing-error,2,3,1,1,23.266896500004805,True
openai,openai,OpenAI,70,port-definition-owned-usages-not-composite,1,3,2,2,33.42484933400556,True
openai,openai,OpenAI,71,port-definition-owned-usages-not-composite,1,2,1,1,46.267805290997785,True
openai,openai,OpenAI,77,parsing-error,1,2,1,1,25.528683208001894,True
openai,openai,OpenAI,80,reference-error,1,2,1,1,35.241017456995905,True
openai,openai,OpenAI,81,parsing-error,1,2,1,1,39.49159045799752,True
openai,openai,OpenAI,83,port-definition-owned-usages-not-composite,1,2,1,1,24.30483270900004,True
openai,openai,OpenAI,85,reference-error,1,2,1,1,25.485549583005195,True
openai,openai,OpenAI,88,reference-error,1,2,1,1,37.688325666997116,True
openai,openai,OpenAI,91,parsing-error,1,2,1,1,16.504652707997593,True
openai,openai,OpenAI,92,port-definition-owned-usages-not-composite,1,2,1,1,43.59429437599465,True
openai,openai,OpenAI,92,reference-error,1,2,1,1,43.59429437599465,True
openai,openai,OpenAI,93,parsing-error,1,3,2,2,147.22935275000054,True
openai,openai,OpenAI,93,reference-error,1,2,1,1,133.00485499999922,True
openai,openai,OpenAI,93,type-error,1,2,1,1,133.00485499999922,True
openai,openai,OpenAI,94,parsing-error,1,2,1,1,25.3355094580038,True
openai,openai,OpenAI,95,reference-error,1,2,1,1,17.410870417006663,True
openai,openai,OpenAI,96,parsing-error,1,2,1,1,28.190547582991712,True
openai,openai,OpenAI,96,reference-error,1,2,1,1,28.190547582991712,True
openai,openai,OpenAI,97,feature-reference-expression-referent-is-feature,1,2,1,1,45.532587707995845,True
openai,openai,OpenAI,97,parsing-error,1,2,1,1,45.532587707995845,True
openai,openai,OpenAI,97,reference-error,2,3,1,1,33.519485458004056,True
openai,openai,OpenAI,98,feature-chaining-feature-not-one,1,2,1,1,16.568610959009675,True
openai,openai,OpenAI,98,parsing-error,1,2,1,1,16.568610959009675,True
openai,openai,OpenAI,98,reference-error,1,2,1,1,16.568610959009675,True
openai,openai,OpenAI,99,parsing-error,1,2,1,1,61.37590550099412,True
openai,openai,OpenAI,102,feature-chaining-feature-not-one,1,2,1,1,40.51046066600247,True
openai,openai,OpenAI,102,parsing-error,1,2,1,1,40.51046066600247,True
openai,openai,OpenAI,103,port-definition-owned-usages-not-composite,1,2,1,1,36.22676191700157,True
openai,openai,OpenAI,104,parsing-error,2,3,1,1,22.128794041993388,True
openai,openai,OpenAI,104,port-definition-owned-usages-not-composite,1,3,2,2,40.546790124994004,True
openai,openai,OpenAI,105,parsing-error,2,3,1,1,21.70479145799618,True
openai,openai,OpenAI,105,port-definition-owned-usages-not-composite,1,3,2,2,35.73636116599664,True
openai,openai,OpenAI,106,parsing-error,1,2,1,1,38.80552533300215,True
openai,openai,OpenAI,106,port-definition-owned-usages-not-composite,1,2,1,1,38.80552533300215,True
openai,openai,OpenAI,106,reference-error,1,2,1,1,38.80552533300215,True
openai,openai,OpenAI,108,parsing-error,1,2,1,1,23.451462001001346,True
openai,openai,OpenAI,108,reference-error,1,2,1,1,23.451462001001346,True
openai,openai,OpenAI,110,port-definition-owned-usages-not-composite,1,2,1,1,17.333665708996705,True
openai,openai,OpenAI,111,parsing-error,1,2,1,1,38.95623337500001,True
openai,openai,OpenAI,111,reference-error,1,2,1,1,38.95623337500001,True
openai,openai,OpenAI,112,port-definition-owned-usages-not-composite,1,2,1,1,24.2144952919989,True
openai,openai,OpenAI,112,reference-error,1,2,1,1,24.2144952919989,True
openai,openai,OpenAI,113,parsing-error,1,2,1,1,28.079483542009257,True
openai,openai,OpenAI,113,port-definition-owned-usages-not-composite,1,2,1,1,28.079483542009257,True
openai,openai,OpenAI,115,parsing-error,1,2,1,1,77.54762975100311,True
openai,openai,OpenAI,117,feature-reference-expression-referent-is-feature,1,2,1,1,108.57688445800159,True
openai,openai,OpenAI,117,parameter-membership-owning-type,2,3,1,1,37.75438220900105,True
openai,openai,OpenAI,117,parsing-error,1,3,2,2,121.21548062500369,True
openai,openai,OpenAI,117,parsing-error,4,5,1,1,42.269046291999985,True
openai,openai,OpenAI,117,reference-error,2,4,2,2,63.54261733400199,True
openai,openai,OpenAI,118,port-definition-owned-usages-not-composite,1,2,1,1,21.82003370700113,True
openai,openai,OpenAI,120,parsing-error,1,3,2,2,51.05755595899973,True
openai,openai,OpenAI,120,reference-error,1,2,1,1,38.2405714589986,True
openai,openai,OpenAI,121,parsing-error,1,2,1,1,78.97856237500673,True
openai,openai,OpenAI,122,parsing-error,1,2,1,1,20.186711499998637,True
openai,openai,OpenAI,125,parsing-error,1,2,1,1,29.83423474900337,True
openai,openai,OpenAI,128,port-definition-owned-usages-not-composite,1,2,1,1,49.078471208995325,True
openai,openai,OpenAI,130,reference-error,1,2,1,1,19.20970304099319,True
openai,openai,OpenAI,132,parsing-error,1,2,1,1,19.674597208002524,True
openai,openai,OpenAI,132,reference-error,1,2,1,1,19.674597208002524,True
openai,openai,OpenAI,133,parsing-error,2,3,1,1,18.436486416998378,True
openai,openai,OpenAI,133,port-definition-owned-usages-not-composite,1,3,2,2,35.48608445900027,True
openai,openai,OpenAI,134,parsing-error,1,2,1,1,19.894134458001645,True
openai,openai,OpenAI,137,import-explicit-visibility,2,3,1,1,7.622595540997281,True
openai,openai,OpenAI,137,parsing-error,1,2,1,1,28.433156291997875,True
openai,openai,OpenAI,138,import-explicit-visibility,2,3,1,1,27.16140029199596,True
openai,openai,OpenAI,138,parsing-error,1,2,1,1,51.2228158749931,True
openai,openai,OpenAI,138,reference-error,1,3,2,2,56.01709774999472,True
openai,openai,OpenAI,139,parameter-membership-owning-type,1,2,1,1,28.32890270799544,True
openai,openai,OpenAI,139,parsing-error,1,2,1,1,28.32890270799544,True
openai,openai,OpenAI,139,quantity-operator-expression,1,2,1,1,28.32890270799544,True
openai,openai,OpenAI,139,reference-error,1,2,1,1,28.32890270799544,True
openai,openai,OpenAI,140,reference-error,1,3,2,2,68.87202054199588,True
openai,openai,OpenAI,141,feature-chaining-feature-not-one,1,3,2,2,35.26965520700469,True
openai,openai,OpenAI,141,parsing-error,1,3,2,2,35.26965520700469,True
openai,openai,OpenAI,143,reference-error,1,2,1,1,74.11184370899718,True
openai,openai,OpenAI,144,parsing-error,1,2,1,1,30.250810833997093,True
openai,openai,OpenAI,144,reference-error,1,2,1,1,30.250810833997093,True
openai,openai,OpenAI,145,parsing-error,1,2,1,1,32.26497499999823,True
openai,openai,OpenAI,148,parsing-error,1,2,1,1,26.190780333992734,True
openai,openai,OpenAI,151,reference-error,1,2,1,1,16.279459001008945,True
