provider,model,model_label,prompt_id,iteration_index,family,signature_exact,signature_template,message_exact,message_template
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,90,1,parsing-error,"parsing-error::Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","Unexpected <q>, expected one of [...]."
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,90,1,parsing-error,"parsing-error::Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","Unexpected <q>, expected one of [...]."
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,90,1,parsing-error,"parsing-error::Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","Unexpected <q>, expected one of [...]."
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,90,1,parsing-error,"parsing-error::Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","Unexpected <q>, expected one of [...]."
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,90,1,parsing-error,"parsing-error::Unexpected identifier, expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","parsing-error::Unexpected identifier, expected one of [...].","Unexpected identifier, expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","Unexpected identifier, expected one of [...]."
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,90,1,parsing-error,"parsing-error::Unexpected identifier, expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","parsing-error::Unexpected identifier, expected one of [...].","Unexpected identifier, expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","Unexpected identifier, expected one of [...]."
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,90,1,parsing-error,"parsing-error::Unexpected identifier, expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","parsing-error::Unexpected identifier, expected one of [...].","Unexpected identifier, expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","Unexpected identifier, expected one of [...]."
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,90,1,parsing-error,"parsing-error::Unexpected identifier, expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","parsing-error::Unexpected identifier, expected one of [...].","Unexpected identifier, expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","Unexpected identifier, expected one of [...]."
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,90,1,parsing-error,parsing-error::Expected a token. Did you forget ';'?,parsing-error::Expected a token. Did you forget <q>?,Expected a token. Did you forget ';'?,Expected a token. Did you forget <q>?
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,90,1,reference-error,reference-error::No Feature named 'Possible' found.,reference-error::No Feature named <q> found.,No Feature named 'Possible' found.,No Feature named <q> found.
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,90,1,reference-error,reference-error::No Feature named 'Moderate' found.,reference-error::No Feature named <q> found.,No Feature named 'Moderate' found.,No Feature named <q> found.
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,91,1,parsing-error,"parsing-error::Unexpected identifier, expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","parsing-error::Unexpected identifier, expected one of [...].","Unexpected identifier, expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","Unexpected identifier, expected one of [...]."
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,91,1,parsing-error,"parsing-error::Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","Unexpected <q>, expected one of [...]."
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,91,1,parsing-error,"parsing-error::Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","Unexpected <q>, expected one of [...]."
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,91,1,parsing-error,"parsing-error::Unexpected identifier, expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","parsing-error::Unexpected identifier, expected one of [...].","Unexpected identifier, expected one of [""end"", ""NAME"", "";"", ""{"", ""}"", ""dependency"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""alias"", ""for"", ""import"", ""all"", ""*"", ""["", ""abstract"", ""in"", ""inout"", ""out"", ""derived"", ""end"", ""ordered"", ""nonunique"", ""if"", ""+"", ""-"", ""<"", ""~"", ""not"", ""hastype"", ""istype"", ""@"", ""as"", ""#"", ""("", ""null"", ""metadata"", ""new"", ""true"", ""false"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", ""DECIMAL_VALUE"", ""REAL_VALUE"", ""STRING_VALUE"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", ""$"", "":"", ""defined"", ""standard"", ""library"", ""package"", ""filter"", ""variation"", ""variant"", ""constant"", ""ref"", ""attribute"", ""enum"", ""occurrence"", ""individual"", ""timeslice"", ""snapshot"", ""event"", ""then"", ""item"", ""part"", ""port"", ""connection"", ""connect"", ""binding"", ""bind"", ""succession"", ""first"", ""flow"", ""message"", ""interface"", ""allocation"", ""allocate"", ""action"", ""perform"", ""merge"", ""decide"", ""join"", ""fork"", ""accept"", ""send"", ""assign"", ""terminate"", ""while"", ""loop"", ""state"", ""entry"", ""do"", ""exit"", ""exhibit"", ""transition"", ""calc"", ""return"", ""constraint"", ""assert"", ""requirement"", ""subject"", ""assume"", ""require"", ""frame"", ""concern"", ""actor"", ""stakeholder"", ""satisfy"", ""case"", ""objective"", ""analysis"", ""verification"", ""verify"", ""use"", ""include"", ""view"", ""render"", ""rendering"", ""expose"", ""viewpoint""].","Unexpected identifier, expected one of [...]."
deepseek_reasoner,deepseek-reasoner,DeepSeek Reasoner,91,1,parsing-error,"parsing-error::Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","parsing-error::Unexpected <q>, expected one of [...].","Unexpected '}', expected one of [""NAME"", "";"", ""{"", ""}"", ""locale"", ""comment"", ""doc"", ""rep"", ""language"", ""private"", ""protected"", ""public"", ""["", ""ordered"", ""nonunique"", ""<"", ""@"", ""#"", ""metadata"", ""="", "":="", ""default"", ""SINGLE_LINE_NOTE"", ""MULTILINE_NOTE"", ""REGULAR_COMMENT"", "":>"", ""subsets"", ""::>"", ""references"", ""=>"", ""crosses"", "":>>"", ""redefines"", "":"", ""defined"", ""enum"", ""OwningMembership"", ""Comment"", ""Documentation"", ""TextualRepresentation"", ""VisibilityKind"", ""FeatureValue"", ""OwningMembership"", ""MultiplicityRange"", ""OwningMembership"", ""VariantMembership"", ""EnumerationUsage"", ""MetadataUsage"", ""MetadataUsage""].","Unexpected <q>, expected one of [...]."
